2026-01-24 23:26:38 | INFO | Chunks already exist at /Users/nurlykhan/rag_paper/data/chunks/all_chunks.json
2026-01-24 23:26:38 | INFO | BM25 index already exists at /Users/nurlykhan/rag_paper/data/index/bm25_kaznlp.pkl
2026-01-24 23:26:38 | INFO | FAISS index already exists at /Users/nurlykhan/rag_paper/data/index/faiss_index.faiss
2026-01-24 23:26:38 | INFO | ======================================================================
2026-01-24 23:26:38 | INFO | EXPERIMENT RUN: 20260124_232638
2026-01-24 23:26:38 | INFO | ======================================================================
2026-01-24 23:26:38 | INFO | 
[1/6] Loading questions...
2026-01-24 23:26:38 | INFO |   Loaded 100 questions
2026-01-24 23:26:38 | INFO | 
[2/6] Loading chunk index...
2026-01-24 23:26:38 | INFO |   Index has 12886 documents
2026-01-24 23:26:38 | INFO | 
[3/6] Loading chunks...
2026-01-24 23:26:40 | INFO |   Loaded 263326 chunks in 2.3s
2026-01-24 23:26:40 | INFO | 
[4/6] Loading retrievers...
2026-01-24 23:26:40 | INFO |   Loading BM25 retriever...
2026-01-24 23:26:46 | INFO |     BM25 loaded in 6.6s
2026-01-24 23:26:46 | INFO |   Loading Vector retriever...
2026-01-24 23:26:50 | INFO |     Vector loaded in 3.3s
2026-01-24 23:26:50 | INFO |   Loading Hybrid retriever...
2026-01-24 23:27:04 | INFO |     Hybrid loaded in 14.5s
2026-01-24 23:27:04 | INFO | 
[5/6] Models to evaluate: ['GPT-4o', 'GPT-4o-mini', 'GPT-5', 'GPT-5-mini', 'o1', 'o1-mini']
2026-01-24 23:27:04 | INFO |   Retrieval methods: ['bm25', 'vector', 'hybrid']
2026-01-24 23:27:04 | INFO | 
======================================================================
2026-01-24 23:27:04 | INFO | RETRIEVAL EVALUATION
2026-01-24 23:27:04 | INFO | ======================================================================
2026-01-24 23:32:42 | DEBUG | Q57: Сарысу ауданындағы ауылдық округ әкімдіктерінің ап... | Gold: {212535}
2026-01-24 23:32:43 | DEBUG |   bm25: Retrieved [83957, 137065, 45896]... | R@6=0.00
2026-01-24 23:32:44 | DEBUG |   vector: Retrieved [83978, 151052, 169516]... | R@6=0.00
2026-01-24 23:32:47 | DEBUG |   hybrid: Retrieved [83957, 80240, 83978]... | R@6=0.00
2026-01-24 23:32:47 | DEBUG | Q58: Аудандық кітапханалардың жұмыс істеуін қамтамасыз ... | Gold: {11437}
2026-01-24 23:32:49 | DEBUG |   bm25: Retrieved [127630, 20060, 227668]... | R@6=0.00
2026-01-24 23:32:50 | DEBUG |   vector: Retrieved [217549, 45339, 58677]... | R@6=0.00
2026-01-24 23:32:53 | DEBUG |   hybrid: Retrieved [127630, 217549, 20060]... | R@6=0.00
2026-01-24 23:32:53 | DEBUG | Q59: Жиналысқа шақыру кезінде қандай талаптар орындалуы... | Gold: {192204}
2026-01-24 23:32:55 | DEBUG |   bm25: Retrieved [25708, 191547, 213039]... | R@6=0.00
2026-01-24 23:32:56 | DEBUG |   vector: Retrieved [39794, 75503, 31549]... | R@6=0.00
2026-01-24 23:32:58 | DEBUG |   hybrid: Retrieved [25708, 39794, 191547]... | R@6=0.00
2026-01-24 23:32:58 | DEBUG | Q60: 2024 жылы бюджетте мемлекеттік қызметтерді қамтама... | Gold: {120997}
2026-01-24 23:33:00 | DEBUG |   bm25: Retrieved [10816, 138195, 30638]... | R@6=0.00
2026-01-24 23:33:02 | DEBUG |   vector: Retrieved [8108, 155, 182292]... | R@6=0.00
2026-01-24 23:33:04 | DEBUG |   hybrid: Retrieved [151239, 10816, 8108]... | R@6=0.00
2026-01-24 23:33:04 | DEBUG | Q61: Білім беру ұйымдарының жетекші персоналының, оқыту... | Gold: {141223}
2026-01-24 23:33:06 | DEBUG |   bm25: Retrieved [141253, 182656, 35586]... | R@6=0.00
2026-01-24 23:33:07 | DEBUG |   vector: Retrieved [141293, 139821, 191007]... | R@6=0.00
2026-01-24 23:33:10 | DEBUG |   hybrid: Retrieved [139821, 141253, 141293]... | R@6=0.00
2026-01-24 23:33:10 | DEBUG | Q62: Қазақстанда білім алушы студенттерге әлеуметтік кө... | Gold: {32870}
2026-01-24 23:33:12 | DEBUG |   bm25: Retrieved [256801, 233980, 151419]... | R@6=0.00
2026-01-24 23:33:14 | DEBUG |   vector: Retrieved [172430, 250788, 100921]... | R@6=0.00
2026-01-24 23:33:17 | DEBUG |   hybrid: Retrieved [256801, 172430, 250788]... | R@6=0.00
2026-01-24 23:33:17 | DEBUG | Q63: Бие сүтінің өндірісіне қатысты нақты сауылған сүтт... | Gold: {256059}
2026-01-24 23:33:18 | DEBUG |   bm25: Retrieved [100061, 100059, 100058]... | R@6=0.00
2026-01-24 23:33:19 | DEBUG |   vector: Retrieved [256273, 247137, 73903]... | R@6=0.00
2026-01-24 23:33:22 | DEBUG |   hybrid: Retrieved [256273, 100061, 256272]... | R@6=0.00
2026-01-24 23:33:22 | DEBUG | Q64: 2024 жылға арналған Ойтал ауылдық округінің бюджет... | Gold: {242860}
2026-01-24 23:33:24 | DEBUG |   bm25: Retrieved [242891, 47745, 242892]... | R@6=0.00
2026-01-24 23:33:25 | DEBUG |   vector: Retrieved [86742, 211675, 232071]... | R@6=0.00
2026-01-24 23:33:28 | DEBUG |   hybrid: Retrieved [25178, 245204, 56578]... | R@6=0.00
2026-01-24 23:33:28 | DEBUG | Q65: Жайылымдарды пайдалану жөніндегі күнтізбелік кесте... | Gold: {99675}
2026-01-24 23:33:29 | DEBUG |   bm25: Retrieved [99723, 99802, 99687]... | R@6=0.00
2026-01-24 23:33:30 | DEBUG |   vector: Retrieved [125029, 112140, 99800]... | R@6=0.00
2026-01-24 23:33:33 | DEBUG |   hybrid: Retrieved [209416, 112128, 112141]... | R@6=0.00
2026-01-24 23:33:33 | DEBUG | Q66: Экологиялық дәліздер қандай мақсатта құрылады?... | Gold: {20665}
2026-01-24 23:33:35 | DEBUG |   bm25: Retrieved [240466, 17894, 140569]... | R@6=0.00
2026-01-24 23:33:35 | DEBUG |   vector: Retrieved [147212, 20771, 74141]... | R@6=0.00
2026-01-24 23:33:38 | DEBUG |   hybrid: Retrieved [20771, 17894, 158481]... | R@6=0.00
2026-01-24 23:33:38 | DEBUG | Q67: Жамбыл облысының жергілікті маңызы бар балық шаруа... | Gold: {145426}
2026-01-24 23:33:40 | DEBUG |   bm25: Retrieved [251073, 86760, 145426]... | R@6=1.00
2026-01-24 23:33:41 | DEBUG |   vector: Retrieved [183136, 20087, 252355]... | R@6=0.00
2026-01-24 23:33:44 | DEBUG |   hybrid: Retrieved [223228, 83026, 145426]... | R@6=1.00
2026-01-24 23:33:44 | DEBUG | Q68: Ыдыстарға құйылған ауыз суды өндіру жөніндегі қуат... | Gold: {77240}
2026-01-24 23:33:46 | DEBUG |   bm25: Retrieved [77249, 77243, 77257]... | R@6=1.00
2026-01-24 23:33:47 | DEBUG |   vector: Retrieved [229832, 178947, 77249]... | R@6=0.00
2026-01-24 23:33:51 | DEBUG |   hybrid: Retrieved [77249, 77259, 175076]... | R@6=0.00
2026-01-24 23:33:51 | DEBUG | Q69: Мәйіттерден көру ағзаларын алу және консервациялау... | Gold: {218427}
2026-01-24 23:33:53 | DEBUG |   bm25: Retrieved [218429, 218427, 218430]... | R@6=1.00
2026-01-24 23:33:54 | DEBUG |   vector: Retrieved [207375, 257649, 231132]... | R@6=0.00
2026-01-24 23:33:57 | DEBUG |   hybrid: Retrieved [255921, 255679, 207375]... | R@6=1.00
2026-01-24 23:33:57 | DEBUG | Q70: Үшінші тұлғалардың цифрлық құжаттарға қол жеткізуі... | Gold: {165587}
2026-01-24 23:33:59 | DEBUG |   bm25: Retrieved [165596, 165595, 157183]... | R@6=0.00
2026-01-24 23:34:00 | DEBUG |   vector: Retrieved [129383, 254922, 122828]... | R@6=0.00
2026-01-24 23:34:03 | DEBUG |   hybrid: Retrieved [165596, 129383, 165595]... | R@6=0.00
2026-01-24 23:34:03 | DEBUG | Q71: Нұра-Есіл өзендері алабының қоршаған ортасын оңалт... | Gold: {162723}
2026-01-24 23:34:05 | DEBUG |   bm25: Retrieved [162935, 162934, 232737]... | R@6=0.00
2026-01-24 23:34:06 | DEBUG |   vector: Retrieved [127429, 134607, 8152]... | R@6=0.00
2026-01-24 23:34:09 | DEBUG |   hybrid: Retrieved [18224, 37427, 162935]... | R@6=0.00
2026-01-24 23:34:09 | DEBUG | Q72: Сақтандыру шарттарының тобына жататын басқа да ақш... | Gold: {233156}
2026-01-24 23:34:11 | DEBUG |   bm25: Retrieved [233181, 233193, 233180]... | R@6=0.00
2026-01-24 23:34:12 | DEBUG |   vector: Retrieved [16423, 233181, 250658]... | R@6=0.00
2026-01-24 23:34:15 | DEBUG |   hybrid: Retrieved [233181, 233180, 12159]... | R@6=0.00
2026-01-24 23:34:15 | DEBUG | Q73: Жер қойнауын пайдаланушының корпоративтік табыс са... | Gold: {226378}
2026-01-24 23:34:18 | DEBUG |   bm25: Retrieved [226928, 103983, 104069]... | R@6=0.00
2026-01-24 23:34:19 | DEBUG |   vector: Retrieved [252814, 215565, 22104]... | R@6=0.00
2026-01-24 23:34:22 | DEBUG |   hybrid: Retrieved [226932, 103984, 226928]... | R@6=0.00
2026-01-24 23:34:22 | DEBUG | Q74: Облыстық маңызы бар қалада спорттық жарыстарды өтк... | Gold: {95259}
2026-01-24 23:34:24 | DEBUG |   bm25: Retrieved [159190, 159220, 204153]... | R@6=0.00
2026-01-24 23:34:25 | DEBUG |   vector: Retrieved [235569, 169065, 232534]... | R@6=0.00
2026-01-24 23:34:28 | DEBUG |   hybrid: Retrieved [235569, 204153, 159156]... | R@6=0.00
2026-01-24 23:34:28 | DEBUG | Q75: 2022 жылға арналған ауылдық округ бюджетінде облыс... | Gold: {152090}
2026-01-24 23:34:30 | DEBUG |   bm25: Retrieved [180242, 157895, 104858]... | R@6=0.00
2026-01-24 23:34:31 | DEBUG |   vector: Retrieved [214858, 26256, 26257]... | R@6=0.00
2026-01-24 23:34:34 | DEBUG |   hybrid: Retrieved [26256, 26259, 26255]... | R@6=0.00
2026-01-24 23:34:34 | DEBUG | Q76: Назарбаев Зияткерлік мектептерінде білім беру қызм... | Gold: {50504}
2026-01-24 23:34:36 | DEBUG |   bm25: Retrieved [50665, 155956, 205662]... | R@6=0.00
2026-01-24 23:34:37 | DEBUG |   vector: Retrieved [6659, 223559, 206893]... | R@6=0.00
2026-01-24 23:34:40 | DEBUG |   hybrid: Retrieved [50665, 126948, 6660]... | R@6=0.00
2026-01-24 23:34:40 | DEBUG | Q77: Тауарларды айналымнан шығару дегеніміз не?... | Gold: {185571}
2026-01-24 23:34:42 | DEBUG |   bm25: Retrieved [260413, 208328, 195985]... | R@6=0.00
2026-01-24 23:34:42 | DEBUG |   vector: Retrieved [29107, 132237, 29114]... | R@6=0.00
2026-01-24 23:34:45 | DEBUG |   hybrid: Retrieved [247092, 185580, 260413]... | R@6=0.00
2026-01-24 23:34:45 | DEBUG | Q78: Қазақстанда биогаз технологиясын дамытуға арналған... | Gold: {18268}
2026-01-24 23:34:47 | DEBUG |   bm25: Retrieved [18336, 18333, 123551]... | R@6=0.00
2026-01-24 23:34:47 | DEBUG |   vector: Retrieved [18365, 18364, 170949]... | R@6=0.00
2026-01-24 23:34:50 | DEBUG |   hybrid: Retrieved [18364, 18365, 18333]... | R@6=0.00
2026-01-24 23:34:50 | DEBUG | Q79: Мемлекеттік қызметті көрсетуден бас тартқан жағдай... | Gold: {12071}
2026-01-24 23:34:53 | DEBUG |   bm25: Retrieved [202458, 114829, 160279]... | R@6=0.00
2026-01-24 23:34:54 | DEBUG |   vector: Retrieved [120137, 28716, 19411]... | R@6=0.00
2026-01-24 23:34:57 | DEBUG |   hybrid: Retrieved [114829, 28716, 239835]... | R@6=0.00
2026-01-24 23:34:57 | DEBUG | Q80: Қазақстанда қандай химиялық өнімдерді өндірумен ай... | Gold: {174149}
2026-01-24 23:34:59 | DEBUG |   bm25: Retrieved [24500, 188813, 123255]... | R@6=0.00
2026-01-24 23:35:00 | DEBUG |   vector: Retrieved [41460, 41445, 41465]... | R@6=0.00
2026-01-24 23:35:02 | DEBUG |   hybrid: Retrieved [127115, 27831, 123255]... | R@6=0.00
2026-01-24 23:35:02 | DEBUG | Q81: Осы бұйрықтың Қазақстан Республикасының Әділет мин... | Gold: {60025}
2026-01-24 23:35:05 | DEBUG |   bm25: Retrieved [80089, 77989, 63284]... | R@6=0.00
2026-01-24 23:35:05 | DEBUG |   vector: Retrieved [140417, 45224, 121345]... | R@6=0.00
2026-01-24 23:35:09 | DEBUG |   hybrid: Retrieved [77989, 185517, 140417]... | R@6=0.00
2026-01-24 23:35:09 | DEBUG | Q82: Мемлекеттік сатып алу саласындағы мемлекеттік саяс... | Gold: {203594}
2026-01-24 23:35:11 | DEBUG |   bm25: Retrieved [257880, 39149, 147805]... | R@6=0.00
2026-01-24 23:35:11 | DEBUG |   vector: Retrieved [189541, 71192, 179798]... | R@6=0.00
2026-01-24 23:35:15 | DEBUG |   hybrid: Retrieved [106366, 260679, 255369]... | R@6=0.00
2026-01-24 23:35:15 | DEBUG | Q83: Аудандық маңызы бар қала, ауыл, кент, ауылдық окру... | Gold: {76248}
2026-01-24 23:35:17 | DEBUG |   bm25: Retrieved [238009, 20528, 61651]... | R@6=0.00
2026-01-24 23:35:18 | DEBUG |   vector: Retrieved [58677, 1025, 190760]... | R@6=0.00
2026-01-24 23:35:22 | DEBUG |   hybrid: Retrieved [83956, 190724, 157348]... | R@6=0.00
2026-01-24 23:35:22 | DEBUG | Q84: Қазақстан Республикасының Үкіметі Дүниежүзілік сау... | Gold: {259463}
2026-01-24 23:35:24 | DEBUG |   bm25: Retrieved [259463, 246641, 146763]... | R@6=1.00
2026-01-24 23:35:25 | DEBUG |   vector: Retrieved [121229, 117157, 48492]... | R@6=0.00
2026-01-24 23:35:28 | DEBUG |   hybrid: Retrieved [117157, 258852, 39533]... | R@6=1.00
2026-01-24 23:35:28 | DEBUG | Q85: Жергілікті деңгейде балалар мен жасөспірімдер үшін... | Gold: {21019}
2026-01-24 23:35:31 | DEBUG |   bm25: Retrieved [21031, 21032, 128356]... | R@6=0.00
2026-01-24 23:35:31 | DEBUG |   vector: Retrieved [226837, 252046, 25806]... | R@6=0.00
2026-01-24 23:35:35 | DEBUG |   hybrid: Retrieved [111665, 226837, 21031]... | R@6=0.00
2026-01-24 23:35:35 | DEBUG | Q86: Жекешелендiруге жатпайтын ауыл шаруашылығы министр... | Gold: {225247}
2026-01-24 23:35:37 | DEBUG |   bm25: Retrieved [35268, 35269, 225250]... | R@6=0.00
2026-01-24 23:35:38 | DEBUG |   vector: Retrieved [127233, 72927, 177108]... | R@6=0.00
2026-01-24 23:35:41 | DEBUG |   hybrid: Retrieved [127233, 35268, 72927]... | R@6=0.00
2026-01-24 23:35:41 | DEBUG | Q87: Номиналды ұстаушылар акционерлер тізімін жасау үші... | Gold: {61320}
2026-01-24 23:35:43 | DEBUG |   bm25: Retrieved [61327, 61326, 61338]... | R@6=0.00
2026-01-24 23:35:44 | DEBUG |   vector: Retrieved [61326, 48621, 48636]... | R@6=0.00
2026-01-24 23:35:47 | DEBUG |   hybrid: Retrieved [61326, 154032, 61336]... | R@6=0.00
2026-01-24 23:35:47 | DEBUG | Q88: Қазақстан Республикасында тіркелмеген дәрілік затт... | Gold: {26469}
2026-01-24 23:35:49 | DEBUG |   bm25: Retrieved [26631, 26632, 26625]... | R@6=0.00
2026-01-24 23:35:50 | DEBUG |   vector: Retrieved [11881, 26632, 11880]... | R@6=0.00
2026-01-24 23:35:53 | DEBUG |   hybrid: Retrieved [26632, 26631, 38305]... | R@6=0.00
2026-01-24 23:35:53 | DEBUG | Q89: Қазақстандағы материалдық емес активтерді сатудың ... | Gold: {100139}
2026-01-24 23:35:55 | DEBUG |   bm25: Retrieved [115654, 115633, 61230]... | R@6=0.00
2026-01-24 23:35:56 | DEBUG |   vector: Retrieved [74111, 229963, 178065]... | R@6=0.00
2026-01-24 23:35:58 | DEBUG |   hybrid: Retrieved [74111, 115654, 229963]... | R@6=0.00
2026-01-24 23:35:58 | DEBUG | Q90: Кредитті қайта құрылымдау кезінде негізгі борышты ... | Gold: {73248}
2026-01-24 23:36:01 | DEBUG |   bm25: Retrieved [73249, 41065, 51913]... | R@6=0.00
2026-01-24 23:36:02 | DEBUG |   vector: Retrieved [41046, 24059, 118011]... | R@6=0.00
2026-01-24 23:36:04 | DEBUG |   hybrid: Retrieved [36228, 108785, 164437]... | R@6=0.00
2026-01-24 23:36:04 | DEBUG | Q91: Қазақстан Республикасында зейнеткерлер мен соғыс а... | Gold: {119276}
2026-01-24 23:36:06 | DEBUG |   bm25: Retrieved [236372, 236373, 235621]... | R@6=0.00
2026-01-24 23:36:07 | DEBUG |   vector: Retrieved [170082, 32284, 150025]... | R@6=0.00
2026-01-24 23:36:10 | DEBUG |   hybrid: Retrieved [170082, 236372, 32284]... | R@6=0.00
2026-01-24 23:36:10 | DEBUG | Q92: Тыныс алу ағзаларының алғашқы туберкулезі диагнозы... | Gold: {167356}
2026-01-24 23:36:12 | DEBUG |   bm25: Retrieved [167449, 167450, 167448]... | R@6=0.00
2026-01-24 23:36:13 | DEBUG |   vector: Retrieved [114872, 192701, 114873]... | R@6=0.00
2026-01-24 23:36:16 | DEBUG |   hybrid: Retrieved [192701, 114870, 114872]... | R@6=0.00
2026-01-24 23:36:16 | DEBUG | Q93: 2011 жылға арналған аудандық бюджетте қандай мақса... | Gold: {219664}
2026-01-24 23:36:19 | DEBUG |   bm25: Retrieved [23516, 177978, 23517]... | R@6=0.00
2026-01-24 23:36:19 | DEBUG |   vector: Retrieved [93090, 51628, 251310]... | R@6=0.00
2026-01-24 23:36:22 | DEBUG |   hybrid: Retrieved [51628, 124895, 149100]... | R@6=0.00
2026-01-24 23:36:22 | DEBUG | Q94: Мемлекеттік аудит объектілерінің тиісті жылға арна... | Gold: {96034}
2026-01-24 23:36:25 | DEBUG |   bm25: Retrieved [96118, 96117, 116950]... | R@6=0.00
2026-01-24 23:36:26 | DEBUG |   vector: Retrieved [108613, 222527, 143145]... | R@6=0.00
2026-01-24 23:36:29 | DEBUG |   hybrid: Retrieved [96061, 95372, 96117]... | R@6=0.00
2026-01-24 23:36:29 | DEBUG | Q95: Солтүстік Қазақстан облысы әкімдігінің қаржы басқа... | Gold: {42846}
2026-01-24 23:36:31 | DEBUG |   bm25: Retrieved [225437, 220078, 220061]... | R@6=0.00
2026-01-24 23:36:32 | DEBUG |   vector: Retrieved [71382, 21594, 144245]... | R@6=0.00
2026-01-24 23:36:35 | DEBUG |   hybrid: Retrieved [156101, 41576, 42850]... | R@6=0.00
2026-01-24 23:36:35 | DEBUG | Q96: Ақмола облысы әкімдігінің 2016 жылғы 5 қыркүйектег... | Gold: {97522}
2026-01-24 23:36:37 | DEBUG |   bm25: Retrieved [97522, 110124, 229268]... | R@6=1.00
2026-01-24 23:36:38 | DEBUG |   vector: Retrieved [50947, 3457, 193775]... | R@6=0.00
2026-01-24 23:36:41 | DEBUG |   hybrid: Retrieved [228797, 61933, 24157]... | R@6=0.00
2026-01-24 23:36:41 | DEBUG | Q97: Аудан (облыстық маңызы бар қала) әкімінің қызметін... | Gold: {93596}
2026-01-24 23:36:44 | DEBUG |   bm25: Retrieved [196355, 67903, 140681]... | R@6=0.00
2026-01-24 23:36:45 | DEBUG |   vector: Retrieved [58677, 247952, 92613]... | R@6=0.00
2026-01-24 23:36:48 | DEBUG |   hybrid: Retrieved [237991, 104923, 92507]... | R@6=0.00
2026-01-24 23:36:48 | DEBUG | Q98: Қазақстан Республикасы Президентінің жарлықтарына ... | Gold: {55101}
2026-01-24 23:36:50 | DEBUG |   bm25: Retrieved [55198, 55197, 55199]... | R@6=0.00
2026-01-24 23:36:51 | DEBUG |   vector: Retrieved [61087, 224804, 55199]... | R@6=0.00
2026-01-24 23:36:54 | DEBUG |   hybrid: Retrieved [55199, 55197, 61087]... | R@6=0.00
2026-01-24 23:36:54 | DEBUG | Q99: Сайлау учаскелері мен олардың орталықтары туралы а... | Gold: {176484}
2026-01-24 23:36:56 | DEBUG |   bm25: Retrieved [147474, 7290, 2946]... | R@6=0.00
2026-01-24 23:36:57 | DEBUG |   vector: Retrieved [156477, 156463, 156466]... | R@6=0.00
2026-01-24 23:36:59 | DEBUG |   hybrid: Retrieved [29504, 30283, 147474]... | R@6=0.00
2026-01-24 23:36:59 | DEBUG | Q100: Қазақстанда УДЗ (ультрадыбыстық диагностика) қызме... | Gold: {68638}
2026-01-24 23:37:01 | DEBUG |   bm25: Retrieved [70338, 60111, 67525]... | R@6=0.00
2026-01-24 23:37:02 | DEBUG |   vector: Retrieved [63683, 216965, 66550]... | R@6=0.00
2026-01-24 23:37:05 | DEBUG |   hybrid: Retrieved [130103, 70338, 63683]... | R@6=0.00
2026-01-24 23:37:05 | INFO | 
--- Retrieval Results ---
